filename,Site_Type,Site_Name,Site_Code,species_richness,Year,ACI_11k,ACI_24k,ADI,AEI,BI_11k,BI_24k,H,NDSI,NP_11k,NP_24k
AM2_SD38_20210225_054000-4,Unrestored,Amjhar,AM_2,2,2021,113.7322874,300.691993,2.302585,0.000535,1.1017915,0.852909672,0.974666634,0.441566528,25,54
AM2_SD38_20210225_054000-5,Unrestored,Amjhar,AM_2,1,2021,114.1499202,301.0906012,2.302585,0.000462,0.925302881,0.706253822,0.974477547,0.476965182,24,54
AM2_SD38_20210225_054000-6,Unrestored,Amjhar,AM_2,0,2021,113.5458201,299.8911372,2.302585,0.000581,0.918640291,0.679817368,0.974598476,0.467200746,23,55
AM2_SD38_20210225_063000-1,Unrestored,Amjhar,AM_2,3,2021,117.7398952,304.060636,1.285138,0.714439,4.540127121,3.35155883,0.906806558,0.816284287,17,53
AM2_SD38_20210225_063000-2,Unrestored,Amjhar,AM_2,2,2021,118.0730891,303.8451746,1.904525,0.476095,4.662786887,3.513462104,0.937629781,0.79845526,19,51
AM2_SD38_20210225_063000-3,Unrestored,Amjhar,AM_2,1,2021,117.2039449,304.2229735,2.301021,0.031188,2.307149601,2.071765233,0.940125106,0.570110807,25,57
AM2_SD38_20210225_063000-4,Unrestored,Amjhar,AM_2,4,2021,115.8182366,301.9050203,2.300883,0.031965,2.577986134,2.007773962,0.94499812,0.434703188,18,50
AM2_SD38_20210225_063000-5,Unrestored,Amjhar,AM_2,3,2021,114.3753917,300.2001581,2.301959,0.019219,2.178963125,1.838819578,0.944095821,-0.033518919,26,59
AM2_SD38_20210225_063000-6,Unrestored,Amjhar,AM_2,3,2021,114.4282961,300.2922689,2.302241,0.013991,1.88047107,1.674175285,0.943589658,0.315840067,22,56
AM2_SD38_20210225_082500-1,Unrestored,Amjhar,AM_2,6,2021,116.970027,302.7648698,2.302567,0.00333,3.304787636,2.36328387,0.96552682,0.609583519,18,51
AM2_SD38_20210225_082500-2,Unrestored,Amjhar,AM_2,7,2021,119.4086576,305.8114777,2.302566,0.003526,5.382061678,3.76217168,0.962345823,0.813134495,18,56
AM2_SD38_20210225_082500-3,Unrestored,Amjhar,AM_2,6,2021,120.9487848,306.9559726,2.302547,0.004877,5.330345718,4.924463199,0.959020038,0.86007473,24,58
AM2_SD38_20210225_082500-4,Unrestored,Amjhar,AM_2,7,2021,119.4373064,306.147456,2.302561,0.003819,5.084437025,4.58790472,0.963438347,0.788051083,22,59
AM2_SD38_20210225_082500-5,Unrestored,Amjhar,AM_2,5,2021,120.0024198,306.0329487,2.302557,0.004116,5.692630533,4.496137389,0.962144875,0.843050464,20,51
AM2_SD38_20210225_082500-6,Unrestored,Amjhar,AM_2,7,2021,118.9055134,305.3533204,2.302552,0.00455,5.090493146,4.611934118,0.964605993,0.747844666,20,52
AM2_SD38_20210227_050000-1,Unrestored,Amjhar,AM_2,1,2021,113.8102911,300.3843568,2.302342,0.011332,1.598994426,1.365493711,0.959224702,-0.570255483,22,50
AM2_SD38_20210227_050000-2,Unrestored,Amjhar,AM_2,1,2021,113.1348368,299.9702273,2.301101,0.029019,2.195354149,1.95269328,0.950412273,-0.166334974,21,54
AM2_SD38_20210227_050000-3,Unrestored,Amjhar,AM_2,1,2021,113.5978318,300.4728014,2.302577,0.002118,0.991009415,0.831986957,0.967108685,0.453417572,24,52
AM2_SD38_20210227_050000-4,Unrestored,Amjhar,AM_2,1,2021,113.8144625,300.6752658,2.302554,0.004193,1.085770257,0.895220062,0.96427466,0.162441005,23,58
AM2_SD38_20210227_050000-5,Unrestored,Amjhar,AM_2,1,2021,114.0281319,301.1340012,2.302326,0.011532,1.226585841,0.902524752,0.958850345,-0.36637821,24,58
AM2_SD38_20210227_050000-6,Unrestored,Amjhar,AM_2,1,2021,113.464342,299.8985813,2.302527,0.005675,1.145131251,0.93248643,0.962235496,0.243353872,19,54
AM2_SD38_20210227_075500-1,Unrestored,Amjhar,AM_2,4,2021,113.4358062,299.1538315,2.302498,0.007221,1.775251519,1.166911173,0.962729656,0.550137336,23,55
AM2_SD38_20210227_075500-2,Unrestored,Amjhar,AM_2,5,2021,114.6850721,301.5246603,2.302562,0.003736,1.812233332,1.517544299,0.970627481,0.60386159,21,53
AM2_SD38_20210227_075500-3,Unrestored,Amjhar,AM_2,2,2021,114.2897746,301.515156,2.302438,0.009491,1.663553576,1.452472944,0.968834551,0.582839831,21,49
AM2_SD38_20210227_075500-4,Unrestored,Amjhar,AM_2,3,2021,114.9656376,302.0077646,2.302567,0.003335,1.657908406,1.503512312,0.970212787,0.599677757,20,54
AM2_SD38_20210227_075500-5,Unrestored,Amjhar,AM_2,3,2021,115.4137417,302.2581154,2.302529,0.005846,1.58518183,1.469788065,0.968649578,0.592690295,18,51
AM2_SD38_20210227_075500-6,Unrestored,Amjhar,AM_2,3,2021,116.0970782,301.786609,2.302571,0.002973,2.443369527,2.081128879,0.969173724,0.655252101,24,59
AM2_SD38_20210228_054000-1,Unrestored,Amjhar,AM_2,1,2021,113.3256818,299.7866725,2.300119,0.037598,1.456589636,1.319321589,0.958094833,-0.557514933,22,58
AM2_SD38_20210228_054000-2,Unrestored,Amjhar,AM_2,1,2021,114.2676412,300.0040656,2.302054,0.017202,1.861823633,1.691893249,0.960943946,-0.05535426,22,55
AM2_SD38_20210228_054000-3,Unrestored,Amjhar,AM_2,1,2021,113.7660808,301.2493883,2.302582,0.001281,1.169798324,0.985463233,0.966522894,0.409454677,25,61
AM2_SD38_20210228_054000-4,Unrestored,Amjhar,AM_2,0,2021,113.2070826,299.4814817,2.302579,0.001881,1.182238828,0.966526588,0.965979157,0.41066046,27,62
AM2_SD38_20210228_054000-5,Unrestored,Amjhar,AM_2,0,2021,113.1622272,300.4817199,2.302582,0.001245,1.107179207,0.940382394,0.96445402,0.400620765,26,62
AM2_SD38_20210228_054000-6,Unrestored,Amjhar,AM_2,1,2021,114.4617674,300.6305376,2.302581,0.001524,1.266814659,1.045615982,0.965805996,0.393976101,24,62
AM2_SD38_20210228_060500-1,Unrestored,Amjhar,AM_2,2,2021,114.5917704,300.6655655,2.302581,0.001589,1.166560514,0.986719871,0.964963094,0.247564271,24,60
AM2_SD38_20210228_060500-2,Unrestored,Amjhar,AM_2,2,2021,113.9611738,300.2939924,2.30258,0.001673,1.192160962,0.982930413,0.966396443,0.24349417,24,56
AM2_SD38_20210228_060500-3,Unrestored,Amjhar,AM_2,2,2021,113.8668341,300.979953,2.302581,0.001578,1.080423522,0.923081477,0.966528464,0.278994849,24,59
AM2_SD38_20210228_060500-4,Unrestored,Amjhar,AM_2,3,2021,114.5266048,301.6730784,2.302561,0.003761,1.657818349,1.42927498,0.965573828,0.24657081,21,57
AM2_SD38_20210228_060500-5,Unrestored,Amjhar,AM_2,3,2021,113.5654826,300.6897006,2.302535,0.005154,1.079146851,0.913224068,0.965199929,0.193686237,23,56
AM2_SD38_20210228_060500-6,Unrestored,Amjhar,AM_2,2,2021,113.6802333,299.4397439,2.302565,0.00344,1.268130378,1.029388662,0.963721004,0.147652482,23,58
AM2_SD38_20210228_065000-1,Unrestored,Amjhar,AM_2,6,2021,120.6425076,307.6313914,2.302304,0.013492,6.008633036,5.083227943,0.961306995,0.764217551,21,56
AM2_SD38_20210228_065000-2,Unrestored,Amjhar,AM_2,7,2021,121.0554162,318.0862083,2.302499,0.007331,5.690029689,4.250315137,0.962490627,0.761680917,22,52
AM2_SD38_20210228_065000-3,Unrestored,Amjhar,AM_2,7,2021,115.7134359,301.5590065,2.300457,0.035243,2.756199472,2.030681183,0.963181302,-0.030223014,23,55
AM2_SD38_20210228_065000-4,Unrestored,Amjhar,AM_2,5,2021,119.2519621,305.1801756,2.302486,0.007757,5.121425707,4.533052337,0.964273259,0.823964829,21,55
AM2_SD38_20210228_065000-5,Unrestored,Amjhar,AM_2,6,2021,114.1050357,300.4001395,2.30256,0.003779,1.788368425,1.39120784,0.966504231,0.34598058,24,60
AM2_SD38_20210228_065000-6,Unrestored,Amjhar,AM_2,6,2021,115.1888798,301.2217167,2.302577,0.002212,1.866631427,1.351026937,0.965842192,0.39582991,21,54
AM2_SD38_20210228_071500-1,Unrestored,Amjhar,AM_2,5,2021,114.0169882,300.823996,2.302574,0.002721,2.002874648,1.686625177,0.965743116,0.436050948,22,56
AM2_SD38_20210228_071500-2,Unrestored,Amjhar,AM_2,6,2021,114.3500651,300.5227191,2.302582,0.001337,1.997728174,1.778916722,0.96828752,0.407913994,22,59
AM2_SD38_20210228_071500-3,Unrestored,Amjhar,AM_2,7,2021,114.8892777,301.2770098,2.302581,0.001534,2.080220667,1.911237499,0.965605302,0.357755522,24,60
AM2_SD38_20210228_071500-4,Unrestored,Amjhar,AM_2,7,2021,114.7848765,300.311671,2.302578,0.00209,2.374643015,2.167075285,0.966890944,0.230804984,23,57
AM2_SD38_20210228_071500-5,Unrestored,Amjhar,AM_2,7,2021,115.6649813,302.0403874,2.30258,0.001716,2.522121344,2.255749253,0.966136618,0.296887024,24,54
AM2_SD38_20210228_071500-6,Unrestored,Amjhar,AM_2,7,2021,118.1296886,304.6447288,2.302179,0.016106,5.599781108,4.998287628,0.961026307,0.702696763,17,56
AM2_SD38_20210228_073000-1,Unrestored,Amjhar,AM_2,5,2021,119.637726,306.8556724,2.299608,0.043551,6.199706367,4.646991325,0.954965569,0.068998024,20,57
AM2_SD38_20210228_073000-2,Unrestored,Amjhar,AM_2,7,2021,119.8429717,306.8427592,2.300469,0.036623,6.078057572,5.50004799,0.959882035,0.321161398,22,60
AM2_SD38_20210228_073000-3,Unrestored,Amjhar,AM_2,7,2021,121.9048825,309.5505437,2.302014,0.018656,7.865853651,5.533990519,0.955751929,0.630635368,20,56
AM2_SD38_20210228_073000-4,Unrestored,Amjhar,AM_2,9,2021,118.6743283,305.7278645,2.297476,0.057595,4.555023369,3.076853262,0.961607156,-0.112031583,20,49
AM2_SD38_20210228_073000-5,Unrestored,Amjhar,AM_2,8,2021,118.8547891,304.7510806,2.302212,0.015546,6.434869615,2.686860313,0.961627003,0.514481373,19,58
AM2_SD38_20210228_073000-6,Unrestored,Amjhar,AM_2,9,2021,118.3179549,305.4956264,2.301913,0.020945,4.599832522,2.10394942,0.959242652,-0.180321622,22,59
AM2_SD38_20210228_083000-1,Unrestored,Amjhar,AM_2,4,2021,128.3969149,321.724095,2.301927,0.018831,10.20213501,6.203521569,0.945708072,0.967838655,20,51
AM2_SD38_20210228_083000-2,Unrestored,Amjhar,AM_2,5,2021,123.3989432,314.0900628,2.241773,0.189108,10.36283247,5.1182124,0.944487193,0.963721462,20,60
AM2_SD38_20210228_083000-3,Unrestored,Amjhar,AM_2,4,2021,120.0855427,308.4941624,2.300459,0.036103,7.898925644,3.977661127,0.956980195,0.915315983,21,57
AM2_SD38_20210228_083000-4,Unrestored,Amjhar,AM_2,4,2021,123.5432349,312.252622,2.286618,0.098374,9.71621184,8.482160007,0.946727906,0.952618981,22,61
AM2_SD38_20210228_083000-5,Unrestored,Amjhar,AM_2,6,2021,120.1056607,309.9896101,2.301587,0.024547,9.522127577,4.874605925,0.950485283,0.938526132,21,57
AM2_SD38_20210228_083000-6,Unrestored,Amjhar,AM_2,6,2021,117.4497211,303.9634775,2.299973,0.039236,6.346209032,4.901611138,0.957041817,0.898148031,21,56
AM2_SD38_20210301_051000-1,Unrestored,Amjhar,AM_2,1,2021,114.7877008,302.4632984,2.30246,0.00856,1.561697334,1.377010509,0.955768304,0.254875501,26,60
AM2_SD38_20210301_051000-2,Unrestored,Amjhar,AM_2,2,2021,114.2916965,299.5557557,2.301626,0.023797,1.598449337,1.20755056,0.950300078,-0.537478449,23,57
AM2_SD38_20210301_051000-3,Unrestored,Amjhar,AM_2,2,2021,114.7005685,302.1853848,2.299145,0.044444,2.179509999,2.004700802,0.932113731,-0.304674375,25,58
AM2_SD38_20210301_051000-4,Unrestored,Amjhar,AM_2,1,2021,114.3251417,300.3995406,2.302555,0.004207,1.432788796,1.190917373,0.958569087,0.287007905,23,59
AM2_SD38_20210301_051000-5,Unrestored,Amjhar,AM_2,2,2021,113.4309992,300.5941061,2.302531,0.005622,1.578749511,1.344192935,0.958559648,0.326431823,28,64
AM2_SD38_20210301_051000-6,Unrestored,Amjhar,AM_2,1,2021,116.7785414,307.593146,2.302541,0.005276,1.573792279,1.392336084,0.957801249,0.276541495,25,62
AM2_SD38_20210301_053500-1,Unrestored,Amjhar,AM_2,3,2021,115.0447367,304.01553,2.302366,0.011784,2.373658789,2.056931773,0.955889167,0.377183642,23,59
AM2_SD38_20210301_053500-2,Unrestored,Amjhar,AM_2,3,2021,115.5390495,302.5328482,2.30255,0.004657,2.362956695,2.14718946,0.959327357,0.305957599,22,60
AM2_SD38_20210301_053500-3,Unrestored,Amjhar,AM_2,3,2021,115.6402325,303.6009756,2.302568,0.003259,2.378214447,2.043506172,0.9572969,0.323489123,24,61
AM2_SD38_20210301_053500-4,Unrestored,Amjhar,AM_2,3,2021,115.1803741,302.6811117,2.302572,0.002928,2.318901368,2.136544524,0.961994545,0.327749163,23,59
AM2_SD38_20210301_053500-5,Unrestored,Amjhar,AM_2,3,2021,114.4799939,301.7462445,2.299942,0.040611,2.747080077,2.270873462,0.942245551,-0.698016326,22,56
AM2_SD38_20210301_053500-6,Unrestored,Amjhar,AM_2,3,2021,114.3479575,301.4179879,2.300131,0.038963,2.806774513,2.545746146,0.941384991,0.001995318,19,50
AM2_SD38_20210301_054000-1,Unrestored,Amjhar,AM_2,3,2021,114.2620282,300.5008988,2.302389,0.01093,1.985478097,1.775573152,0.958372947,0.270925843,22,61
AM2_SD38_20210301_054000-2,Unrestored,Amjhar,AM_2,2,2021,114.46604,301.0714248,2.30256,0.003965,1.275440323,1.070064812,0.961846627,0.096133814,25,57
AM2_SD38_20210301_054000-3,Unrestored,Amjhar,AM_2,2,2021,114.0830629,301.6276572,2.300742,0.033158,1.73015507,1.500119426,0.954359795,-0.479454802,23,61
AM2_SD38_20210301_054000-4,Unrestored,Amjhar,AM_2,3,2021,114.9629415,301.5176335,2.301711,0.022942,2.334518733,2.123778989,0.955810659,0.11395432,25,62
AM2_SD38_20210301_054000-5,Unrestored,Amjhar,AM_2,3,2021,114.5946762,302.9406297,2.302555,0.004336,1.449999789,1.268186138,0.961390704,0.215142841,20,55
AM2_SD38_20210301_054000-6,Unrestored,Amjhar,AM_2,2,2021,115.5623667,303.3694754,2.302565,0.003433,1.388997361,1.170850831,0.962301497,0.006276622,25,58
AM2_SD38_20210301_061000-1,Unrestored,Amjhar,AM_2,4,2021,114.5857287,301.8942449,2.301806,0.021006,1.648172686,1.440963574,0.959192311,0.256075499,24,59
AM2_SD38_20210301_061000-2,Unrestored,Amjhar,AM_2,4,2021,114.5075223,300.6748096,2.302439,0.00965,2.086682221,1.905483355,0.962971477,0.336174183,24,60
AM2_SD38_20210301_061000-3,Unrestored,Amjhar,AM_2,3,2021,114.4330782,302.4673518,2.302568,0.003273,1.926107304,1.652301228,0.959460422,0.277439541,24,59
AM2_SD38_20210301_061000-4,Unrestored,Amjhar,AM_2,2,2021,115.9387485,304.0269518,2.30256,0.004,1.957216546,1.710369866,0.96271199,0.327302673,22,58
AM2_SD38_20210301_061000-5,Unrestored,Amjhar,AM_2,2,2021,114.5513216,303.1937233,2.302452,0.009003,1.958602718,1.727642589,0.958796363,0.276418853,23,56
AM2_SD38_20210301_061000-6,Unrestored,Amjhar,AM_2,1,2021,115.9445194,303.3898508,2.302542,0.005159,1.99900806,1.790347626,0.961687704,0.305437028,23,59
AM2_SD38_20210301_062000-1,Unrestored,Amjhar,AM_2,2,2021,116.1103268,302.4559591,2.299102,0.047284,5.695059787,5.196348763,0.958318471,0.819220949,19,55
AM2_SD38_20210301_062000-2,Unrestored,Amjhar,AM_2,2,2021,116.8787617,304.7837891,2.302132,0.01708,5.12261649,4.805723866,0.96139483,0.773334656,16,49
AM2_SD38_20210301_062000-3,Unrestored,Amjhar,AM_2,2,2021,116.9116814,305.2260843,2.302451,0.009331,4.543912226,4.242295612,0.96133413,0.699666967,25,59
AM2_SD38_20210301_062000-4,Unrestored,Amjhar,AM_2,3,2021,117.7590008,304.6613994,2.30121,0.02975,4.864958234,4.613085178,0.962838412,0.74693881,22,59
AM2_SD38_20210301_062000-5,Unrestored,Amjhar,AM_2,2,2021,116.3391991,303.7054746,2.302438,0.009777,4.661671099,4.422688659,0.961020337,0.713848433,21,58
AM2_SD38_20210301_062000-6,Unrestored,Amjhar,AM_2,1,2021,117.2829095,305.5247151,2.302523,0.006327,3.259245686,2.996353483,0.962716068,0.569292475,21,55
AM2_SD38_20210301_070000-1,Unrestored,Amjhar,AM_2,5,2021,119.6051675,307.4383514,2.302129,0.017072,6.54121299,3.548342327,0.958249596,0.653303769,15,50
AM2_SD38_20210301_070000-2,Unrestored,Amjhar,AM_2,6,2021,121.4731739,308.6001556,2.302493,0.007544,5.40228002,3.739644073,0.963097135,0.547868926,18,55
AM2_SD38_20210301_070000-3,Unrestored,Amjhar,AM_2,7,2021,119.222057,307.3768753,2.302567,0.003372,4.02101654,2.836550669,0.961363756,0.487842635,20,61
AM2_SD38_20210301_070000-4,Unrestored,Amjhar,AM_2,6,2021,122.1933176,311.2627121,2.302154,0.016474,6.168807636,3.631091214,0.960421788,0.703218715,18,56
AM2_SD38_20210301_070000-5,Unrestored,Amjhar,AM_2,5,2021,122.3776939,312.6545799,2.301044,0.031589,4.521480103,2.193412079,0.958124237,0.579243083,23,60
AM2_SD38_20210301_070000-6,Unrestored,Amjhar,AM_2,6,2021,123.4886266,313.0899623,2.30175,0.022928,5.461443127,3.308439334,0.960445124,0.785154735,24,61
AM2_SD38_20210301_073000-1,Unrestored,Amjhar,AM_2,2,2021,122.3424361,310.1844369,2.301895,0.021229,7.301481134,6.754280641,0.946302979,0.766370668,20,55
AM2_SD38_20210301_073000-2,Unrestored,Amjhar,AM_2,6,2021,122.389726,312.1795578,2.301779,0.022735,8.099583099,7.371816591,0.940795803,0.872490468,18,55
AM2_SD38_20210301_073000-3,Unrestored,Amjhar,AM_2,5,2021,123.3818894,311.8296594,2.302173,0.016299,7.732121022,7.198796938,0.941700568,0.758369357,20,52
AM2_SD38_20210301_073000-4,Unrestored,Amjhar,AM_2,5,2021,116.8000138,304.6214025,2.302493,0.007601,3.423779887,3.204096158,0.956669885,0.343357386,24,58
AM2_SD38_20210301_073000-5,Unrestored,Amjhar,AM_2,5,2021,116.603731,302.6386833,2.301721,0.023752,4.028610919,3.833476447,0.953545274,0.167185286,16,51
AM2_SD38_20210301_073000-6,Unrestored,Amjhar,AM_2,7,2021,122.3623192,312.1168124,2.302483,0.008153,5.139134118,3.369834664,0.960050262,0.454829461,20,56
AM2_SD38_20210301_075000-1,Unrestored,Amjhar,AM_2,5,2021,117.7232031,304.3389532,2.302291,0.013715,3.64164952,2.945514656,0.958837805,0.472817381,20,53
AM2_SD38_20210301_075000-2,Unrestored,Amjhar,AM_2,6,2021,119.3056227,306.0277922,2.302519,0.006486,3.121993631,2.004904358,0.960998863,0.338120888,21,60
AM2_SD38_20210301_075000-3,Unrestored,Amjhar,AM_2,7,2021,117.9448174,304.7125555,2.302571,0.002971,3.157412042,2.553219145,0.959069848,0.442364708,20,55
AM2_SD38_20210301_075000-4,Unrestored,Amjhar,AM_2,7,2021,116.2548014,302.157153,2.301379,0.027432,2.109683789,1.765267571,0.95990075,0.367664325,24,64
AM2_SD38_20210301_075000-5,Unrestored,Amjhar,AM_2,7,2021,115.715205,303.0007714,2.302521,0.006388,2.061665306,1.675232103,0.958586617,0.371897253,23,59
AM2_SD38_20210301_075000-6,Unrestored,Amjhar,AM_2,9,2021,116.9056557,303.0328808,2.302486,0.007829,2.603266735,2.30359676,0.95844781,0.26749978,22,58
AM2_SD38_20210301_083000-1,Unrestored,Amjhar,AM_2,6,2021,115.1086406,302.8621163,2.302572,0.002888,2.678962153,1.902511217,0.964092603,0.419918104,20,52
AM2_SD38_20210301_083000-2,Unrestored,Amjhar,AM_2,5,2021,114.9880005,299.9411152,2.302582,0.001444,3.236993644,2.157201024,0.967226162,0.525391183,17,55
AM2_SD38_20210301_083000-3,Unrestored,Amjhar,AM_2,5,2021,114.8782638,301.3870297,2.302577,0.002152,3.254267065,2.501916089,0.964006542,0.55654615,18,54
AM2_SD38_20210301_083000-4,Unrestored,Amjhar,AM_2,3,2021,115.6384056,300.46626,2.30258,0.001749,3.843570776,2.775924335,0.965553462,0.578356101,22,57
AM2_SD38_20210301_083000-5,Unrestored,Amjhar,AM_2,4,2021,114.8727929,302.2685649,2.30258,0.001741,2.881314831,2.160763428,0.962800143,0.530088049,22,58
AM2_SD38_20210301_083000-6,Unrestored,Amjhar,AM_2,4,2021,114.3324533,300.3666725,2.30258,0.001786,3.565054869,2.519540329,0.965528752,0.59865816,21,59
AM2_SD38_20210302_080000-1,Unrestored,Amjhar,AM_2,7,2021,117.7510724,306.9557577,2.302282,0.013812,3.25646755,2.738604533,0.94277571,0.471396289,24,58
AM2_SD38_20210302_080000-2,Unrestored,Amjhar,AM_2,8,2021,119.8920936,308.9940562,2.302176,0.015964,3.340934006,2.700632253,0.942499557,0.485109346,21,57
AM2_SD38_20210302_080000-3,Unrestored,Amjhar,AM_2,8,2021,117.5134408,306.0147214,2.301912,0.020196,3.384754621,3.036057892,0.939304574,0.494449364,21,55
AM2_SD38_20210302_080000-4,Unrestored,Amjhar,AM_2,4,2021,118.6296207,309.1452004,2.301152,0.030245,2.479401532,2.214059565,0.938570936,0.3833896,23,55
AM2_SD38_20210302_080000-5,Unrestored,Amjhar,AM_2,4,2021,118.2149195,308.050549,2.301541,0.025805,2.594481697,1.897075256,0.933497914,0.409507118,21,60
AM2_SD38_20210302_080000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
AM2_SD38_20210302_081000-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
AM2_SD38_20210302_081000-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
AM2_SD38_20210302_081000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
AM2_SD38_20210302_081000-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
AM2_SD38_20210302_081000-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
AM2_SD38_20210302_081000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
AO_FD_SD02_20200220_060000-1,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,113.4178925,300.7760715,2.302577,0.002006,2.124470025,1.7933608,0.980445447,0.341918923,20,61
AO_FD_SD02_20200220_060000-2,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,114.0873387,301.2653527,2.302584,0.000659,1.72164099,1.409007875,0.980032366,0.38152041,18,52
AO_FD_SD02_20200220_060000-3,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,114.5082468,300.7728405,2.302584,0.00089,1.798560952,1.462389555,0.980000584,0.383895908,22,62
AO_FD_SD02_20200220_060000-4,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,113.5840024,301.3299548,2.302584,0.000782,1.383861203,1.070286037,0.980296894,0.387114457,19,59
AO_FD_SD02_20200220_060000-5,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,114.3002887,300.1448872,2.302569,0.002996,1.881942429,1.533643443,0.97997782,0.619601506,20,60
AO_FD_SD02_20200220_060000-6,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,113.7937396,300.6544419,2.302584,0.000657,1.243840214,0.972359237,0.980542361,0.318679671,22,56
AO_FD_SD02_20200220_060500-1,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,115.5957341,301.3955707,2.302553,0.004202,3.572968056,3.128862869,0.977875354,0.848541866,18,55
AO_FD_SD02_20200220_060500-2,Restored_FD,Aroli_FD_Removed,AO_FD_1,2,2020,115.0618971,300.5007256,2.302486,0.007587,3.69974431,3.453191777,0.973671332,0.884843501,17,51
AO_FD_SD02_20200220_060500-2,Restored_FD,Aroli_FD_Removed,AO_FD_1,3,2020,115.0618971,300.5007256,2.302486,0.007587,3.69974431,3.453191777,0.973671332,0.884843501,17,51
AO_FD_SD02_20200220_060500-3,Restored_FD,Aroli_FD_Removed,AO_FD_1,4,2020,114.929451,301.0916276,2.302575,0.002372,2.426928008,2.168011125,0.980263545,0.742942288,22,55
AO_FD_SD02_20200220_060500-3,Restored_FD,Aroli_FD_Removed,AO_FD_1,3,2020,114.929451,301.0916276,2.302575,0.002372,2.426928008,2.168011125,0.980263545,0.742942288,22,55
AO_FD_SD02_20200220_060500-4,Restored_FD,Aroli_FD_Removed,AO_FD_1,6,2020,118.5393283,305.7429464,2.302389,0.011105,8.094476384,6.827655109,0.949917797,0.970065234,16,54
AO_FD_SD02_20200220_060500-4,Restored_FD,Aroli_FD_Removed,AO_FD_1,4,2020,118.5393283,305.7429464,2.302389,0.011105,8.094476384,6.827655109,0.949917797,0.970065234,16,54
AO_FD_SD02_20200220_060500-5,Restored_FD,Aroli_FD_Removed,AO_FD_1,4,2020,114.7838007,300.1365847,2.302585,0.000406,1.116581514,0.873678493,0.980297726,0.560842403,26,67
AO_FD_SD02_20200220_060500-5,Restored_FD,Aroli_FD_Removed,AO_FD_1,6,2020,114.7838007,300.1365847,2.302585,0.000406,1.116581514,0.873678493,0.980297726,0.560842403,26,67
AO_FD_SD02_20200220_060500-6,Restored_FD,Aroli_FD_Removed,AO_FD_1,3,2020,115.1142532,302.0453723,2.302584,0.000857,1.556490595,1.302960956,0.979625225,0.516038032,21,55
AO_FD_SD02_20200220_060500-6,Restored_FD,Aroli_FD_Removed,AO_FD_1,6,2020,115.1142532,302.0453723,2.302584,0.000857,1.556490595,1.302960956,0.979625225,0.516038032,21,55
AO_FD_SD02_20200220_064500-1,Restored_FD,Aroli_FD_Removed,AO_FD_1,5,2020,118.1070118,304.9641678,2.297001,0.057792,8.56184584,7.992859282,0.934988891,0.885121311,18,49
AO_FD_SD02_20200220_064500-2,Restored_FD,Aroli_FD_Removed,AO_FD_1,5,2020,116.7302684,303.1471713,2.302532,0.005671,5.814025714,5.449295338,0.958549723,0.758775727,15,54
AO_FD_SD02_20200220_064500-3,Restored_FD,Aroli_FD_Removed,AO_FD_1,5,2020,117.7110842,304.1766888,2.302516,0.006547,4.947836342,4.72848987,0.965811675,0.664569053,19,52
AO_FD_SD02_20200220_064500-4,Restored_FD,Aroli_FD_Removed,AO_FD_1,5,2020,115.8746242,302.6673392,2.302529,0.005821,4.465021451,4.263973704,0.970118881,0.627223085,20,59
AO_FD_SD02_20200220_064500-5,Restored_FD,Aroli_FD_Removed,AO_FD_1,6,2020,115.688027,302.6117982,2.302553,0.004476,4.615554273,4.394046986,0.970987625,0.700324118,21,56
AO_FD_SD02_20200220_064500-6,Restored_FD,Aroli_FD_Removed,AO_FD_1,6,2020,117.2809096,303.8561004,2.297351,0.056146,5.71197875,5.346840068,0.965269668,0.800387282,19,56
AO_FD_SD02_20200220_070000-1,Restored_FD,Aroli_FD_Removed,AO_FD_1,3,2020,121.02423,307.6894138,1.939642,0.45103,8.658669525,8.007512579,0.916473665,-0.473603936,16,52
AO_FD_SD02_20200220_070000-2,Restored_FD,Aroli_FD_Removed,AO_FD_1,4,2020,119.8833924,304.6835033,1.708591,0.566714,6.922719684,6.61541046,0.920845568,-0.56694385,14,51
AO_FD_SD02_20200220_070000-3,Restored_FD,Aroli_FD_Removed,AO_FD_1,3,2020,118.9365736,305.5581165,2.30217,0.016115,6.59808922,5.942059402,0.95177815,0.785304618,18,58
